timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538057614020,5,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,5,0,1
1538057614001,25,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,25,0,0
1538057614026,2,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,2,0,0
1538057614026,4,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,4,0,1
1538057614029,3,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,3,0,0
1538057614031,3,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,3,0,0
1538057614032,4,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,2,2,http://10.0.10.10:9966/petclinic/api/owners,4,0,1
1538057614034,19,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,3,3,http://10.0.10.10:9966/petclinic/api/owners,18,0,1
1538057614036,18,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,3,3,http://10.0.10.10:9966/petclinic/api/owners,18,0,1
1538057614041,16,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,3,3,http://10.0.10.10:9966/petclinic/api/owners,16,0,0
1538057614053,6,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,3,3,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538057614055,6,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,6,0,0
1538057614057,6,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538057614060,4,HTTP Request,200,,UserRest - Load test 1-97,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,3,0,1
1538057614059,5,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,5,0,1
1538057614061,7,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,7,0,0
1538057614063,7,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538057614065,7,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,7,0,0
1538057614068,7,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,7,0,0
1538057614070,7,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,7,0,1
1538057614073,6,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,4,4,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538057614075,6,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,6,0,0
1538057614077,6,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538057614079,7,HTTP Request,200,,UserRest - Load test 1-100,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,6,0,1
1538057614083,6,HTTP Request,200,,UserRest - Load test 1-98,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,5,0,1
1538057614081,9,HTTP Request,200,,UserRest - Load test 1-96,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,9,0,1
1538057614064,27,HTTP Request,200,,UserRest - Load test 1-97,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,27,0,0
1538057614081,11,HTTP Request,200,,UserRest - Load test 1-99,text,true,,3126,139,5,5,http://10.0.10.10:9966/petclinic/api/owners,11,0,1
